Country,Year,Series,Value
South Sudan,2010,Life expectancy at birth for males (years),52.23
South Sudan,2010,Life expectancy at birth for females (years),54.35
South Sudan,2015,Population annual rate of increase (percent),2.391
South Sudan,2015,Total fertility rate (children per women),5.15
South Sudan,2015,"Infant mortality for both sexes (per 1,000 live births)",65.813
South Sudan,2015,"Maternal mortality ratio (deaths per 100,000 population)",789.2084
South Sudan,2015,Life expectancy at birth for both sexes (years),56.058
South Sudan,2015,Life expectancy at birth for males (years),54.64
South Sudan,2015,Life expectancy at birth for females (years),57.51
Spain,2005,Population annual rate of increase (percent),1.507
Spain,2005,Total fertility rate (children per women),1.2773
Spain,2005,"Infant mortality for both sexes (per 1,000 live births)",4.03
Spain,2005,"Maternal mortality ratio (deaths per 100,000 population)",5.3102
Spain,2005,Life expectancy at birth for both sexes (years),79.906
Spain,2005,Life expectancy at birth for males (years),76.53
Spain,2005,Life expectancy at birth for females (years),83.28
Spain,2010,Population annual rate of increase (percent),1.281
Spain,2010,Total fertility rate (children per women),1.454
Spain,2010,"Infant mortality for both sexes (per 1,000 live births)",3.373
Spain,2010,"Maternal mortality ratio (deaths per 100,000 population)",4.7758
Spain,2010,Life expectancy at birth for both sexes (years),81.222
Spain,2010,Life expectancy at birth for males (years),78.06
Spain,2010,Life expectancy at birth for females (years),84.35
Spain,2015,Population annual rate of increase (percent),-0.111
Spain,2015,Total fertility rate (children per women),1.3252
Spain,2015,"Infant mortality for both sexes (per 1,000 live births)",2.879
Spain,2015,"Maternal mortality ratio (deaths per 100,000 population)",4.9912
Spain,2015,Life expectancy at birth for both sexes (years),82.506
Spain,2015,Life expectancy at birth for males (years),79.63
Spain,2015,Life expectancy at birth for females (years),85.32
Sri Lanka,2005,Population annual rate of increase (percent),0.801
Sri Lanka,2005,Total fertility rate (children per women),2.262
Sri Lanka,2005,"Infant mortality for both sexes (per 1,000 live births)",11.785
Sri Lanka,2005,"Maternal mortality ratio (deaths per 100,000 population)",42.638
Sri Lanka,2005,Life expectancy at birth for both sexes (years),73.897
Sri Lanka,2005,Life expectancy at birth for males (years),70.45
Sri Lanka,2005,Life expectancy at birth for females (years),77.64
Sri Lanka,2010,Population annual rate of increase (percent),0.72
Sri Lanka,2010,Total fertility rate (children per women),2.279
Sri Lanka,2010,"Infant mortality for both sexes (per 1,000 live births)",10.166
Sri Lanka,2010,"Maternal mortality ratio (deaths per 100,000 population)",35.0169
Sri Lanka,2010,Life expectancy at birth for both sexes (years),74.934
Sri Lanka,2010,Life expectancy at birth for males (years),71.49
Sri Lanka,2010,Life expectancy at birth for females (years),78.51
Sri Lanka,2015,Population annual rate of increase (percent),0.628
Sri Lanka,2015,Total fertility rate (children per women),2.2135
Sri Lanka,2015,"Infant mortality for both sexes (per 1,000 live births)",8.776
Sri Lanka,2015,"Maternal mortality ratio (deaths per 100,000 population)",30.2936
Sri Lanka,2015,Life expectancy at birth for both sexes (years),75.888
Sri Lanka,2015,Life expectancy at birth for males (years),72.45
Sri Lanka,2015,Life expectancy at birth for females (years),79.31
State of Palestine,2005,Population annual rate of increase (percent),2.083
State of Palestine,2005,Total fertility rate (children per women),5.0155
State of Palestine,2005,"Infant mortality for both sexes (per 1,000 live births)",23.716
State of Palestine,2005,"Maternal mortality ratio (deaths per 100,000 population)",62.3704
State of Palestine,2005,Life expectancy at birth for both sexes (years),71.529
State of Palestine,2005,Life expectancy at birth for males (years),69.98
State of Palestine,2005,Life expectancy at birth for females (years),73.14
State of Palestine,2010,Population annual rate of increase (percent),2.506
State of Palestine,2010,Total fertility rate (children per women),4.602
State of Palestine,2010,"Infant mortality for both sexes (per 1,000 live births)",21.046
State of Palestine,2010,"Maternal mortality ratio (deaths per 100,000 population)",54.147
State of Palestine,2010,Life expectancy at birth for both sexes (years),72.453
State of Palestine,2010,Life expectancy at birth for males (years),70.81
State of Palestine,2010,Life expectancy at birth for females (years),74.17
State of Palestine,2015,Population annual rate of increase (percent),2.209
State of Palestine,2015,Total fertility rate (children per women),4.25
State of Palestine,2015,"Infant mortality for both sexes (per 1,000 live births)",19.3
State of Palestine,2015,"Maternal mortality ratio (deaths per 100,000 population)",45.498
State of Palestine,2015,Life expectancy at birth for both sexes (years),73.092
State of Palestine,2015,Life expectancy at birth for males (years),71.39
State of Palestine,2015,Life expectancy at birth for females (years),74.88
Sudan,2005,Population annual rate of increase (percent),2.528
Sudan,2005,Total fertility rate (children per women),5.3
Sudan,2005,"Infant mortality for both sexes (per 1,000 live births)",61.789
Sudan,2005,"Maternal mortality ratio (deaths per 100,000 population)",440.4274
Sudan,2005,Life expectancy at birth for both sexes (years),59.46
Sudan,2005,Life expectancy at birth for males (years),57.54
Sudan,2005,Life expectancy at birth for females (years),61.47
Sudan,2010,Population annual rate of increase (percent),2.198
Sudan,2010,Total fertility rate (children per women),5
Sudan,2010,"Infant mortality for both sexes (per 1,000 live births)",53.179
Sudan,2010,"Maternal mortality ratio (deaths per 100,000 population)",349.2449
Sudan,2010,Life expectancy at birth for both sexes (years),61.624
Sudan,2010,Life expectancy at birth for males (years),59.81
Sudan,2010,Life expectancy at birth for females (years),63.5
Sudan,2015,Population annual rate of increase (percent),2.376
Sudan,2015,Total fertility rate (children per women),4.75
Sudan,2015,"Infant mortality for both sexes (per 1,000 live births)",47.825
Sudan,2015,"Maternal mortality ratio (deaths per 100,000 population)",310.8528
Sudan,2015,Life expectancy at birth for both sexes (years),63.757
Sudan,2015,Life expectancy at birth for males (years),62.07
Sudan,2015,Life expectancy at birth for females (years),65.48
Suriname,2005,Population annual rate of increase (percent),1.176
Suriname,2005,Total fertility rate (children per women),2.8348
Suriname,2005,"Infant mortality for both sexes (per 1,000 live births)",27.966
Suriname,2005,"Maternal mortality ratio (deaths per 100,000 population)",223.474
Suriname,2005,Life expectancy at birth for both sexes (years),68.063
Suriname,2005,Life expectancy at birth for males (years),64.86
Suriname,2005,Life expectancy at birth for females (years),71.62
Suriname,2010,Population annual rate of increase (percent),1.154
Suriname,2010,Total fertility rate (children per women),2.6668
Suriname,2010,"Infant mortality for both sexes (per 1,000 live births)",23.716
Suriname,2010,"Maternal mortality ratio (deaths per 100,000 population)",169.0628
Suriname,2010,Life expectancy at birth for both sexes (years),69.821
Suriname,2010,Life expectancy at birth for males (years),66.68
Suriname,2010,Life expectancy at birth for females (years),73.21
Suriname,2015,Population annual rate of increase (percent),1.103
Suriname,2015,Total fertility rate (children per women),2.5582
Suriname,2015,"Infant mortality for both sexes (per 1,000 live births)",20.261
Suriname,2015,"Maternal mortality ratio (deaths per 100,000 population)",155.1554
Suriname,2015,Life expectancy at birth for both sexes (years),70.934
Suriname,2015,Life expectancy at birth for males (years),67.8
Suriname,2015,Life expectancy at birth for females (years),74.26
Sweden,2005,Population annual rate of increase (percent),0.35
Sweden,2005,Total fertility rate (children per women),1.6703
Sweden,2005,"Infant mortality for both sexes (per 1,000 live births)",3.232
Sweden,2005,"Maternal mortality ratio (deaths per 100,000 population)",4.8456
Sweden,2005,Life expectancy at birth for both sexes (years),80.125
Sweden,2005,Life expectancy at birth for males (years),77.87
Sweden,2005,Life expectancy at birth for females (years),82.31
Sweden,2010,Population annual rate of increase (percent),0.763
Sweden,2010,Total fertility rate (children per women),1.8905
Sweden,2010,"Infant mortality for both sexes (per 1,000 live births)",2.568
Sweden,2010,"Maternal mortality ratio (deaths per 100,000 population)",4.3129
Sweden,2010,Life expectancy at birth for both sexes (years),81.064
Sweden,2010,Life expectancy at birth for males (years),79
Sweden,2010,Life expectancy at birth for females (years),83.07
Sweden,2015,Population annual rate of increase (percent),0.783
Sweden,2015,Total fertility rate (children per women),1.902
Sweden,2015,"Infant mortality for both sexes (per 1,000 live births)",2.402
Sweden,2015,"Maternal mortality ratio (deaths per 100,000 population)",4.0511
Sweden,2015,Life expectancy at birth for both sexes (years),81.92
Sweden,2015,Life expectancy at birth for males (years),80.04
Sweden,2015,Life expectancy at birth for females (years),83.76
Switzerland,2005,Population annual rate of increase (percent),0.669
Switzerland,2005,Total fertility rate (children per women),1.4079
Switzerland,2005,"Infant mortality for both sexes (per 1,000 live births)",4.554
Switzerland,2005,"Maternal mortality ratio (deaths per 100,000 population)",6.6778
Switzerland,2005,Life expectancy at birth for both sexes (years),80.491
Switzerland,2005,Life expectancy at birth for males (years),77.72
Switzerland,2005,Life expectancy at birth for females (years),83.08
Switzerland,2010,Population annual rate of increase (percent),1.111
Switzerland,2010,Total fertility rate (children per women),1.4692
Switzerland,2010,"Infant mortality for both sexes (per 1,000 live births)",4.214
Switzerland,2010,"Maternal mortality ratio (deaths per 100,000 population)",5.8414
Switzerland,2010,Life expectancy at birth for both sexes (years),81.781
Switzerland,2010,Life expectancy at birth for males (years),79.29
Switzerland,2010,Life expectancy at birth for females (years),84.09
Switzerland,2015,Population annual rate of increase (percent),1.213
Switzerland,2015,Total fertility rate (children per women),1.5258
Switzerland,2015,"Infant mortality for both sexes (per 1,000 live births)",3.893
Switzerland,2015,"Maternal mortality ratio (deaths per 100,000 population)",5.1893
Switzerland,2015,Life expectancy at birth for both sexes (years),82.691
Switzerland,2015,Life expectancy at birth for males (years),80.5
Switzerland,2015,Life expectancy at birth for females (years),84.75
Syrian Arab Republic,2005,Population annual rate of increase (percent),2.246
Syrian Arab Republic,2005,Total fertility rate (children per women),3.9
Syrian Arab Republic,2005,"Infant mortality for both sexes (per 1,000 live births)",17.741
Syrian Arab Republic,2005,"Maternal mortality ratio (deaths per 100,000 population)",58.2614
Syrian Arab Republic,2005,Life expectancy at birth for both sexes (years),73.583
Syrian Arab Republic,2005,Life expectancy at birth for males (years),71.36
